apiAuditId,moduleName,exportName,route,requestMethod,discoveredFrom,moduleChecksum,checksumSource,inRepo,inPkg,repoPkgChecksumDiffer,title,category,frequency,testPhase,sideEffectClass,authRequirementHypothesis,paginationKind,consumes,produces,aliasOf,replacement,deprecatedEvidence,cryptoMode,checkToken,unblock,hasCookie,localOnly,asyncFn,params,defaults,plannedCaseCount,executedCaseCount,terminalStatus,reportPath,blocker
ncm.dj_program_detail,dj_program_detail,dj_program_detail,/api/dj/program/detail,POST/weapi,"repo-module,pkg-module,types,docs:/dj/program/detail",dd410ba2bb21afd247568b446a3d6f5af250fe6d4e64227e1821b4d6912ce618,pkg,true,true,false,电台节目详情,dj,medium,P2,read,none,none,djId,"djId,programId,radioId",,,,weapi,false,false,false,false,true,id,,6,4,partial,endpoints/ncm.dj_program_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_program_toplist,dj_program_toplist,dj_program_toplist,/api/program/toplist/v1,POST/weapi,"repo-module,pkg-module,types,docs:/dj/program/toplist",608ccf53f00c8fff7ef972d327b2c7dbd96a8e840ad8cbdc2bb2a09fab0e73f4,pkg,true,true,false,电台节目榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.dj_program_toplist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_program_toplist_hours,dj_program_toplist_hours,dj_program_toplist_hours,/api/djprogram/toplist/hours,POST/weapi,"repo-module,pkg-module,types,docs:/dj/program/toplist/hours",d99f4f34ff1cce7c50bc366ef490cd012e11561ac2f98b621f018f8ef5a2f027,pkg,true,true,false,电台24小时节目榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.dj_program_toplist_hours.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_radio_hot,dj_radio_hot,dj_radio_hot,/api/djradio/hot,POST/weapi,"repo-module,pkg-module,types,docs:/dj/radio/hot",5aa35a821970cf530cfbe4fc72de88dd0fd1ac579aee9f18acae38df3ff20cd5,pkg,true,true,false,类别热门电台,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"cateId,limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.dj_radio_hot.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_recommend,dj_recommend,dj_recommend,/api/djradio/recommend/v1,POST/weapi,"repo-module,pkg-module,types,docs:/dj/recommend",20b54ab4d535afb0ea91f3cc8980300dd4cb3a76ed0f3ffc8e4340497874d610,pkg,true,true,false,精选电台,dj,medium,P2,read,none,none,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.dj_recommend.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_recommend_type,dj_recommend_type,dj_recommend_type,/api/djradio/recommend,POST/weapi,"repo-module,pkg-module,types,docs:/dj/recommend/type",c4fa627bd2fafc9da0fb87452508eb135fe1592b4fef7f4c5a3e9a62a9e66204,pkg,true,true,false,精选电台分类,recommend,medium,P2,read,none,none,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,type,,6,4,partial,endpoints/ncm.dj_recommend_type.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_sub,dj_sub,dj_sub,/api/djradio/${query.t} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/dj/sub",81b970db7679002909b4c8c61fd0493b15314c2fd4b7e9da79582c18481f9ead,pkg,true,true,false,订阅与取消电台,dj,high,P2,reversible_write,none,none,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"t,rid",,4,0,blocked_by_prerequisite,endpoints/ncm.dj_sub.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_sublist,dj_sublist,dj_sublist,/api/djradio/get/subed,POST/weapi,"repo-module,pkg-module,types,docs:/dj/sublist",0905c046727d5e46ae7a0e269d9f231a07c536f85928fd4df36bd60bd1878d43,pkg,true,true,false,订阅电台列表,dj,high,P2,reversible_write,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",4,0,blocked_by_prerequisite,endpoints/ncm.dj_sublist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_subscriber,dj_subscriber,dj_subscriber,/api/djradio/subscriber,POST/weapi,"repo-module,pkg-module,types,docs:/dj/subscriber",4931d102a8d9c20fe4db91de0db10a5705811eba25e45e598fb2faef9057a1fa,pkg,true,true,false,电台详情,dj,medium,P2,reversible_write,none,cursor,"djId,pageToken","djId,programId,radioId",,,,weapi,false,false,false,false,true,"time,id,limit","[object Object],[object Object]",4,4,partial,endpoints/ncm.dj_subscriber.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_today_perfered,dj_today_perfered,dj_today_perfered,/api/djradio/home/today/perfered,POST/weapi,"repo-module,pkg-module,types,docs:/dj/today/perfered",10c9a00db132c0765a5798b5adab129639151071a0d47a5a888b2954c7fc1143,pkg,true,true,false,电台今日优选,dj,medium,P2,read,none,offset,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,page,[object Object],10,4,partial,endpoints/ncm.dj_today_perfered.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_toplist,dj_toplist,dj_toplist,/api/djradio/toplist,POST/weapi,"repo-module,pkg-module,types,docs:/dj/toplist",0960dae92165a20d4feff0956097243c5e296041e3111cccd0dc0d102bdb8523,pkg,true,true,false,新晋电台榜/热门电台榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"limit,offset,type","[object Object],[object Object]",10,4,partial,endpoints/ncm.dj_toplist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_toplist_hours,dj_toplist_hours,dj_toplist_hours,/api/dj/toplist/hours,POST/weapi,"repo-module,pkg-module,types,docs:/dj/toplist/hours",d017899db9ee3f157b06b86a29cd3f03eca18b95b8671787dc193ba9fdeba491,pkg,true,true,false,电台24小时主播榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.dj_toplist_hours.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_toplist_newcomer,dj_toplist_newcomer,dj_toplist_newcomer,/api/dj/toplist/newcomer,POST/weapi,"repo-module,pkg-module,types,docs:/dj/toplist/newcomer",61a98a4228fb9f463bfe32af5b1b283a515cc44f0af74d3f793aca6e451cf1e9,pkg,true,true,false,电台新人榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.dj_toplist_newcomer.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_toplist_pay,dj_toplist_pay,dj_toplist_pay,/api/djradio/toplist/pay,POST/weapi,"repo-module,pkg-module,types,docs:/dj/toplist/pay",253ac327546c8001e7dca55124c38f87188cbb405599425a5ebbcae392ee0df1,pkg,true,true,false,付费精品,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.dj_toplist_pay.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_toplist_popular,dj_toplist_popular,dj_toplist_popular,/api/dj/toplist/popular,POST/weapi,"repo-module,pkg-module,types,docs:/dj/toplist/popular",b9f996fcf46f840e0f8eb31a1677b9299e7484b747d677f4a2df2b9ac6bff249,pkg,true,true,false,电台最热主播榜,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.dj_toplist_popular.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.djRadio_top,djRadio_top,djRadio_top,/api/expert/worksdata/works/top/get,POST,"repo-module,pkg-module,types,docs:/djRadio/top",b66272f58a9105baa0490c609da52f327cc3898da81e8aab49bc69a35ba71f57,pkg,true,true,false,电台排行榜获取,dj,medium,P5,read,none,none,,"djId,programId,radioId",,,,,false,false,false,false,true,"djRadioId,sortIndex,dataGapDays,dataType","[object Object],[object Object],[object Object]",6,4,partial,endpoints/ncm.djRadio_top.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.eapi_decrypt,eapi_decrypt,eapi_decrypt,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs-missing",a1923294beb2496d800f4a2fce47c830d6464ff4528e23ecbdb0d1a3110c89a5,pkg,true,true,false,去除空格,other,medium,P5,read,none,none,,,,,,,false,false,false,true,true,"hexString,isReq",,6,4,partial,endpoints/ncm.eapi_decrypt.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.event,event,event,/api/v1/event/get,POST/weapi,"repo-module,pkg-module,types,docs:/event",7a0b383fbcc246b1c9454ee17e922086a0d9b2b13ae1e0c615e41b95c1ee3e02,pkg,true,true,false,获取动态列表,social,medium,P2,read,none,cursor,,eventId,,,,weapi,false,false,false,false,true,"pagesize,lasttime",[object Object],10,0,blocked_by_prerequisite,endpoints/ncm.event.md,缺夹具：eventId 无生产者（池为空）
ncm.event_del,event_del,event_del,/api/event/delete,POST/weapi,"repo-module,pkg-module,types,docs:/event/del",65489b835ab2e2c985959e775a921458e18fb48da12fce092f73c2725ac8a4c8,pkg,true,true,false,删除动态,social,medium,P2,reversible_write,user,none,,eventId,,,,weapi,false,false,false,false,true,evId,,4,0,blocked_by_prerequisite,endpoints/ncm.event_del.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.event_forward,event_forward,event_forward,/api/event/forward,POST,"repo-module,pkg-module,types,docs:/event/forward",5f6744ad00b7ff114a4861c776efe83803781f31a15b9d7910923066526c960f,pkg,true,true,false,转发动态,social,medium,P2,reversible_write,user,none,userId,eventId,,,,,false,false,false,false,true,"forwards,evId,uid",,4,0,blocked_by_prerequisite,endpoints/ncm.event_forward.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.event_privacy,event_privacy,event_privacy,/api/event/privacy/op,POST,"repo-module,docs:/event/privacy,tests",550059f3473b84967d6d40093f38fd12027bafd94b9ec4e0e67e7f2f9f26cd4e,repo,true,false,false,修改本人动态的可见权限,social,rare,P2,read,user,none,,eventId,,,,,false,false,false,false,true,"evId,privacy",,5,0,blocked_by_prerequisite,endpoints/ncm.event_privacy.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fanscenter_basicinfo_age_get,fanscenter_basicinfo_age_get,fanscenter_basicinfo_age_get,/api/fanscenter/basicinfo/age/get,POST,"repo-module,pkg-module,types,docs-missing",9ef71a39263c27b7933fbed6295cb701cb55ab2aa3d872786b4d0daecc2c4db5,pkg,true,true,false,粉丝年龄比例,fans-center,rare,P2,read,user,none,,,,,,,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.fanscenter_basicinfo_age_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fanscenter_basicinfo_gender_get,fanscenter_basicinfo_gender_get,fanscenter_basicinfo_gender_get,/api/fanscenter/basicinfo/gender/get,POST,"repo-module,pkg-module,types,docs-missing",6b31fe8ffc45f353f75e4b39d3a2ad2d05f07f373482b8ab339541c0875a67b4,pkg,true,true,false,粉丝性别比例,fans-center,rare,P2,read,user,none,,,,,,,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.fanscenter_basicinfo_gender_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fanscenter_basicinfo_province_get,fanscenter_basicinfo_province_get,fanscenter_basicinfo_province_get,/api/fanscenter/basicinfo/province/get,POST,"repo-module,pkg-module,types,docs-missing",2fbfc0b62fc84adc565e6519881872c64db947974313d3f557c2c766d7dd9039,pkg,true,true,false,粉丝省份比例,fans-center,rare,P2,read,user,none,,,,,,,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.fanscenter_basicinfo_province_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fanscenter_overview_get,fanscenter_overview_get,fanscenter_overview_get,/api/fanscenter/overview/get,POST,"repo-module,pkg-module,types,docs-missing",b749a87ae916d08981b1f150fbfd20b3c9b4223f00ee4764ad2d447cc88a7ad1,pkg,true,true,false,粉丝数量,fans-center,rare,P2,read,user,none,,,,,,,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.fanscenter_overview_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fanscenter_trend_list,fanscenter_trend_list,fanscenter_trend_list,/api/fanscenter/trend/list,POST,"repo-module,pkg-module,types,docs-missing",9a71d1f9ee5a6c80bd60cb590318ba87bed8ca5bf7bf0360292775c00c6a1ba0,pkg,true,true,false,粉丝来源,fans-center,rare,P2,read,user,none,,,,,,,false,false,false,false,true,"startTime,endTime,type",[object Object],5,0,blocked_by_prerequisite,endpoints/ncm.fanscenter_trend_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.fm_trash,fm_trash,fm_trash,/api/radio/trash/add,POST/weapi,"repo-module,pkg-module,types,docs:/fm_trash",38e183c952311259410ebe08ee5c07529f1e5bf7f3a2d7a1785bf71ccc2bb299,pkg,true,true,false,垃圾桶,recommend,high,P2,reversible_write,user,cursor,,,,,,weapi,false,false,false,false,true,"id,time",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.fm_trash.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.follow,follow,follow,/api/user/${query.t}/${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/follow",0b4a55fb6ee44718df68c030f1d695a9aac34d872c34598da2e6390ee61dceca,pkg,true,true,false,关注与取消关注用户,social,high,P3,reversible_write,user,none,,,,,,weapi,false,false,false,false,true,"t,id",,4,0,blocked_by_prerequisite,endpoints/ncm.follow.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.get_userids,get_userids,get_userids,/api/user/getUserIds,POST/weapi,"repo-module,pkg-module,types,docs:/get/userids",e7751b89c7a01faae90183be76482fbdd4a86bbf1a2d3cf658cb8688079ccd4e,pkg,true,true,false,,social,medium,P0,read,user,none,,,,,,weapi,false,false,false,false,true,nicknames,,6,4,partial,endpoints/ncm.get_userids.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.history_recommend_songs,history_recommend_songs,history_recommend_songs,/api/discovery/recommend/songs/history/recent,POST/weapi,"repo-module,pkg-module,types,docs:/history/recommend/songs",65e801e29d07bcee1dd68f1d28d64bb8b8affb72b68f6bee34781b0bdd2c9939,pkg,true,true,false,历史每日推荐歌曲,recommend,rare,P2,read,user,none,,"songId,playlistId",,,,weapi,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.history_recommend_songs.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.history_recommend_songs_detail,history_recommend_songs_detail,history_recommend_songs_detail,/api/discovery/recommend/songs/history/detail,POST/weapi,"repo-module,pkg-module,types,docs:/history/recommend/songs/detail",75c997da1ae4c02a4505a63e436cdad1ed24db107cdea9c905bf8bd1823f481b,pkg,true,true,false,历史每日推荐歌曲详情,recommend,rare,P2,read,user,none,,"songId,playlistId",,,,weapi,false,false,false,false,true,date,[object Object],5,0,blocked_by_prerequisite,endpoints/ncm.history_recommend_songs_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.homepage_block_page,homepage_block_page,homepage_block_page,/api/homepage/block/page,POST/weapi,"repo-module,pkg-module,types,docs:/homepage/block/page",b37f377001f3e00c7b8b3f33252f0e4ee665894fcb16a39d0ef40ae670ac2694,pkg,true,true,false,首页-发现 block page,homepage,medium,P2,read,none,cursor,pageToken,"songId,playlistId",,,,weapi,false,false,false,false,true,"refresh,cursor",,10,5,partial,endpoints/ncm.homepage_block_page.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.homepage_dragon_ball,homepage_dragon_ball,homepage_dragon_ball,/api/homepage/dragon/ball/static,POST,"repo-module,pkg-module,types,docs:/homepage/dragon/ball",04a83c84e0f618aaa3d21cd1a43db369a063c4b27353e7322f57609c2bb65d83,pkg,true,true,false,首页-发现 dragon ball,homepage,medium,P2,read,none,none,,"songId,playlistId",,,,,false,false,false,false,true,,,6,4,partial,endpoints/ncm.homepage_dragon_ball.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.hot_topic,hot_topic,hot_topic,/api/act/hot,POST/weapi,"repo-module,pkg-module,types,docs:/hot/topic",4661fabe7faf76c32ba3534889c1964123035cecf4c299146459058a4e04ea32,pkg,true,true,false,热门话题,social,medium,P2,read,user,offset,pageToken,,,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.hot_topic.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.hug_comment,hug_comment,hug_comment,/api/v2/resource/comments/hug/listener,POST,"repo-module,pkg-module,types,docs:/hug/comment",9b57787aa707d13b5aaad725f229ec1edb72106fffeca0b5ad193aeaebb88c56,pkg,true,true,false,,social,medium,P2,reversible_write,user,none,userId,,,,,,false,false,false,false,true,"type,sid,uid,cid",,4,0,blocked_by_prerequisite,endpoints/ncm.hug_comment.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.inner_version,inner_version,inner_version,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs:/inner/version",a046cb42d1d6099da72b6984df3dae12730be9f1eca77a076c694c48c85bc573,pkg,true,true,false,,system,high,P0,read,none,none,,,,,,,false,false,false,true,true,,,6,4,passed,endpoints/ncm.inner_version.md,
ncm.lbs_city_code,lbs_city_code,lbs_city_code,/api/lbs/city/code,POST,"repo-module,pkg-module,types,docs:/lbs/city/code",58d80bbb4531d45f6999179f09d3e763a89a3f5a9b0fd39eef4000d4b97d88d3,pkg,true,true,false,多级行政区划数据获取接口,system,medium,P5,read,none,none,,,,,,,false,false,false,false,true,bizCode,[object Object],6,0,blocked_by_prerequisite,endpoints/ncm.lbs_city_code.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.like,like,like,/api/radio/like,POST/weapi,"repo-module,pkg-module,types,docs:/like",475a4f8880ce2fac8c5521533b6e93c045657fe783be2de4bb104bb3de5043d4,pkg,true,true,false,红心与取消红心歌曲,other,high,P1,reversible_write,user,none,,,,,,weapi,false,false,false,false,true,"like,id",,4,0,blocked_by_prerequisite,endpoints/ncm.like.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.likelist,likelist,likelist,/api/song/like/get,POST,"repo-module,pkg-module,types,docs:/likelist",127011717cdf38e00d5e5ec83b191ccd73e6e7a05171fa618c33d27532b582c9,pkg,true,true,false,喜欢的歌曲(无序),other,high,P1,reversible_write,user,none,userId,,,,,,false,false,false,false,true,uid,,4,0,blocked_by_prerequisite,endpoints/ncm.likelist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_realtime_report,listen_data_realtime_report,listen_data_realtime_report,/api/content/activity/listen/data/realtime/report,POST,"repo-module,pkg-module,types,docs:/listen/data/realtime/report",b79675c72a5948c40d47e5bce47c89c9474d37986bcd60956dc1ec312e2db1d7,pkg,true,true,false,听歌足迹 - 本周/本月收听时长,listen-history,medium,P2,reversible_write,user,none,,,,,,,false,false,false,false,true,type,[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.listen_data_realtime_report.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_report,listen_data_report,listen_data_report,/api/content/activity/listen/data/report,POST,"repo-module,pkg-module,types,docs:/listen/data/report",7b18ea7a4d33dce4ea97226891f6c298862adc6727b69494c39fbb45452a5619,pkg,true,true,false,听歌足迹 - 周/月/年收听报告,listen-history,medium,P2,reversible_write,user,none,,,,,,,false,false,false,false,true,"type,endTime",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.listen_data_report.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_song_play_rank,listen_data_song_play_rank,listen_data_song_play_rank,/api/content/activity/listen/data/song/play/rank,POST,"repo-module,pkg-module,types,docs:/listen/data/song/play/rank",0e657ac46676f813ba447844206a0cb925e3af26dd5c015ba22765d436f7e4b6,pkg,true,true,false,听歌足迹 - 歌曲播放排行 (Top20),listen-history,medium,P2,read,user,none,,,,,,,false,false,false,false,true,"type,endTime",[object Object],6,0,blocked_by_prerequisite,endpoints/ncm.listen_data_song_play_rank.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_today_song,listen_data_today_song,listen_data_today_song,/api/content/activity/listen/data/today/song/play/rank,POST,"repo-module,pkg-module,types,docs:/listen/data/today/song",2b5a0fb992f62ecf4f835d89e73141ca2d2a4749d103efaa26b84a1ddd766816,pkg,true,true,false,听歌足迹 - 今日收听,listen-history,medium,P2,read,user,none,,,,,,,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.listen_data_today_song.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_total,listen_data_total,listen_data_total,/api/content/activity/listen/data/total,POST,"repo-module,pkg-module,types,docs:/listen/data/total",fdb410ea9e032770f4e77e159b8f714ad0d58abf8cbe278120749f351642edd9,pkg,true,true,false,听歌足迹 - 总收听时长,listen-history,medium,P2,read,user,none,,,,,,,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.listen_data_total.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listen_data_year_report,listen_data_year_report,listen_data_year_report,/api/content/activity/listen/data/year/report,POST,"repo-module,pkg-module,types,docs:/listen/data/year/report",7c6657f8a51d7ab88a6b19c3e4bb4f8649adaecafc4dfb6de790f7099559a782,pkg,true,true,false,听歌足迹 - 年度听歌足迹,listen-history,medium,P2,read,user,none,,,,,,,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.listen_data_year_report.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_accept,listentogether_accept,listentogether_accept,/api/listen/together/play/invitation/accept,POST,"repo-module,pkg-module,types,docs-missing",42c65502c7e64e2e296127601bee768d0ea66aef158b0f6799b6e130727967da,pkg,true,true,false,,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,"roomId,inviterId",,6,4,partial,endpoints/ncm.listentogether_accept.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_end,listentogether_end,listentogether_end,/api/listen/together/end/v2,POST,"repo-module,pkg-module,types,docs-missing",5133259b2e8deb4a2d8c6c493a9c7d1c7b2b5b1a1fcef180bfa94cac88af12af,pkg,true,true,false,一起听 结束房间,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,roomId,,6,4,partial,endpoints/ncm.listentogether_end.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_heatbeat,listentogether_heatbeat,listentogether_heatbeat,/api/listen/together/heartbeat,POST,"repo-module,pkg-module,types,docs-missing",20e0dd27fdeab3df19551786f05271c7b2a583f874c2e57a762ebe8c46941449,pkg,true,true,false,一起听 发送心跳,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,"roomId,songId,playStatus,progress",,6,4,partial,endpoints/ncm.listentogether_heatbeat.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_play_command,listentogether_play_command,listentogether_play_command,/api/listen/together/play/command/report,POST,"repo-module,pkg-module,types,docs-missing",cf5dbb2478ae0934153aa9ad69a73c53948167dc7fb36d9499e1491240cd4adc,pkg,true,true,false,一起听 发送播放状态,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,"roomId,commandType,progress,playStatus,formerSongId,targetSongId,clientSeq",[object Object],6,4,partial,endpoints/ncm.listentogether_play_command.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_room_check,listentogether_room_check,listentogether_room_check,/api/listen/together/room/check,POST,"repo-module,pkg-module,types,docs-missing",c9248f95a264e56307b7943f7196358a7502b1e23b92955de44dfde0a6dfe43e,pkg,true,true,false,一起听 房间情况,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,roomId,,6,4,partial,endpoints/ncm.listentogether_room_check.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_room_create,listentogether_room_create,listentogether_room_create,/api/listen/together/room/create,POST,"repo-module,pkg-module,types,docs-missing",b85d8955bcb228026e3c06c90ad868d40698ea7832d432b48807e541896c2ac4,pkg,true,true,false,一起听创建房间,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,,,6,4,partial,endpoints/ncm.listentogether_room_create.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_status,listentogether_status,listentogether_status,/api/listen/together/status/get,POST/weapi,"repo-module,pkg-module,types-missing,docs-missing",15a63a5f78c2167fbf0c5ecde9462a2ea1247854efc4b4617b8ea10f334561b7,pkg,true,true,false,一起听状态,other,medium,P2,read,user,none,,,,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.listentogether_status.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.listentogether_sync_list_command,listentogether_sync_list_command,listentogether_sync_list_command,/api/listen/together/sync/list/command/report,POST,"repo-module,pkg-module,types,docs-missing",ce587ebd8434fb866ea6cd615ec36218b1be7182808c4b1fdb4fe072e0c28cea,pkg,true,true,false,一起听 更新播放列表,other,medium,P2,read,user,none,userId,,,,,,false,false,false,false,true,"roomId,commandType,userId,version,randomList,displayList",,6,4,failed_stable,endpoints/ncm.listentogether_sync_list_command.md,模块级异常（非网络）：Cannot read properties of undefined (reading 'split')
ncm.listentogether_sync_playlist_get,listentogether_sync_playlist_get,listentogether_sync_playlist_get,/api/listen/together/sync/playlist/get,POST,"repo-module,pkg-module,types,docs-missing",a06b46507adf936da6915d3d7334b2916dd5f7b57105ad74d06386558915dfe8,pkg,true,true,false,一起听 当前列表获取,other,medium,P2,read,user,none,,,,,,,false,false,false,false,true,roomId,,6,4,partial,endpoints/ncm.listentogether_sync_playlist_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.login,login,login,/api/w/login,POST,"repo-module,pkg-module,types,docs-missing",8067f802442f32444715cf2892ddfbbf3cbb9edce0d26b8c24def42697db2851,pkg,true,true,false,邮箱登录,other,high,P5,credential,none,none,,"cookie,uid",,,,,false,false,false,false,true,"email,md5_password,password",,8,0,blocked_by_prerequisite,endpoints/ncm.login.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
